,Unnamed: 0,ID,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90
24893,35521,35521,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Away"
24897,35525,35525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Red_Card_Home
24898,35526,35526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Away,-,Goal_Home,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Goal_Home,-,-,-,-,-,Goal_Home,-,-,-,Yellow_Home,-,Goal_Home,-,-,-,-,-,-,-,-,-,"Goal_Away,Red_Card_Home"
24902,35530,35530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Away,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Red_Card_Away,-,-,-,-,-,-,Goal_Home
24904,35532,35532,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Away,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24906,35534,35534,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Away,Yellow_Away",-,-,-,-,-,-
24907,35535,35535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Goal_Away
24915,35543,35543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Away,-,Goal_Away,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home
24916,35544,35544,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Own_Away,Red_Card_Home
24917,35545,35545,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,Yellow_Away,-,Goal_Home,-,Yellow_Home,-,-,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Away,Yellow_Away,-,-,-,Yellow_Home,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,-,-,Goal_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Away
24918,35546,35546,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Red_Card_Home,Goal_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Red_Card_Home,-,-
24921,35550,35550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Away,-,-,Goal_Home,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Away",-,-,-,Yellow_Home,-,-,-,-,-,-,"Goal_Home,Yellow_Away"
24929,35558,35558,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Goal_Away,-,-,Yellow_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,Yellow_Away,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-
24931,35560,35560,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Home,-,-,-,-,-,-,Goal_Home,-,-,Red_Card_Away,-,-,-,-,Yellow_Away,Goal_Home,-,-,"Yellow_Away,Yellow_Home",-
24941,35571,35571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Goal_Home,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Away,Yellow_Away"
24948,35579,35579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,"Goal_Home,Yellow_Away",-,Goal_Home,-,"Yellow_Away,Yellow_Home",-,-,Goal_Home,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away
24950,35581,35581,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-
24952,35583,35583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Away,-,-,Goal_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-
24956,35587,35587,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,Red_Card_Away,-,Goal_Home,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away
24961,35592,35592,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,Red_Card_Home,Yellow_Away,-,-,-,Yellow_Away,-,-,-,Yellow_Home,-,-,"Red_Card_Home,Yellow_Away",-,-,-,-,-,-,-,-,-,-,-,-
24962,35593,35593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Red_Card_Away,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Red_Card_Away,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-
24963,35594,35594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,"Yellow_Away,Yellow_Home",-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Away,Red_Card_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,"Red_Card_Home,Yellow_Home",Red_Card_Away,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-
24964,35595,35595,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Home",Goal_Home,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24965,35596,35596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-
24966,35597,35597,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Away,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Home",-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away
24968,35599,35599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Own_Home,-,Red_Card_Away,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-
24977,35608,35608,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,Goal_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Home
24980,35611,35611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Red_Card_Home
24990,35621,35621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Yellow_Away,-,-,-,"Goal_Away,Yellow_Away",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Goal_Home,-,Red_Card_Home,-,-,Yellow_Away
24999,35630,35630,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,Red_Card_Home,-,-,-,Yellow_Home,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,-,-
25001,35632,35632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Away,Yellow_Home"
25009,35640,35640,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Red_Card_Away
25013,35644,35644,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,"Red_Card_Away,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,Yellow_Away,-,-,-
25016,35647,35647,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home
25034,35665,35665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,"Goal_Home,Red_Card_Home",-,-,-,-,-,-,-,-,-,Yellow_Home
25035,35666,35666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Red_Card_Away,Yellow_Home,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-
25039,35671,35671,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Away,Red_Card_Home,Yellow_Away"
25040,35672,35672,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Home,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,"Goal_Away,Red_Card_Away"
25045,35677,35677,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Away,Yellow_Home,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-
25050,35682,35682,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Away",Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25051,35683,35683,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Red_Card_Away,-,-,-,Goal_Home,-,"Yellow_Away,Yellow_Home"
25056,35688,35688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home
25058,35690,35690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,"Red_Card_Home,Yellow_Home"
25060,35692,35692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Goal_Home,-,-
25065,35697,35697,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Red_Card_Away,Yellow_Away"
25068,35700,35700,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Home,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Home",-,Yellow_Away,-,-,Goal_Away,Yellow_Away,-,-
25070,35702,35702,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,"Red_Card_Away,Red_Card_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-
25081,35713,35713,-,-,-,-,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-
25082,35714,35714,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,Yellow_Home,-,-
25084,35716,35716,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Away,Yellow_Away,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,"Goal_Home,Yellow_Away",-,Yellow_Home,-,-,-,-,-,-,-,Goal_Home,-,-,-,Red_Card_Away,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-
25090,35722,35722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,"Red_Card_Home,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away
25096,35728,35728,-,-,-,Own_Home,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Red_Card_Away,-,-,Yellow_Home,Yellow_Away,-,-,-,Yellow_Away,-,-,-,-,-,Goal_Home,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25099,35731,35731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Goal_Away,-,Yellow_Home,-,-,Red_Card_Home,-,-,-,-,-,-,Yellow_Away,-,Goal_Away,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,-,-,-,-,-,-,-
25100,35732,35732,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Goal_Home,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Home
25105,35737,35737,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Red_Card_Home,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Red_Card_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Home
